36973.0,218,4
1,4,0,262,188,99,315,243
2,4,109,194,59,165,293,140
3,5,53,0,0,95,101,51
4,0,-1,-1,-1,-1,-1,-1
5,1,48,180,44,136,238,108
6,5,0,0,93,91,56,177
7,0,-1,-1,-1,-1,-1,-1
8,0,-1,-1,-1,-1,-1,-1
9,5,95,0,0,168,71,88
10,5,53,101,0,141,171,85
11,0,-1,-1,-1,-1,-1,-1
12,1,88,88,0,136,168,88
13,0,-1,-1,-1,-1,-1,-1
14,5,54,271,93,99,317,174
15,3,134,0,102,218,49,162
16,5,0,53,0,48,146,63
17,5,0,56,93,83,119,150
18,0,-1,-1,-1,-1,-1,-1
19,2,47,0,0,98,87,69
20,5,0,0,177,88,106,233
21,0,-1,-1,-1,-1,-1,-1
22,0,-1,-1,-1,-1,-1,-1
23,5,141,101,0,192,151,110
24,0,-1,-1,-1,-1,-1,-1
25,3,0,170,102,44,247,155
26,3,50,261,163,119,317,236
27,4,109,194,140,202,256,189
28,0,-1,-1,-1,-1,-1,-1
29,4,83,60,174,145,146,227
30,0,-1,-1,-1,-1,-1,-1
31,4,83,0,168,154,49,244
32,4,168,0,82,238,44,180
33,0,-1,-1,-1,-1,-1,-1
34,0,-1,-1,-1,-1,-1,-1
35,0,-1,-1,-1,-1,-1,-1
36,5,53,171,0,139,251,78
37,3,50,185,163,109,261,214
38,0,-1,-1,-1,-1,-1,-1
39,0,-1,-1,-1,-1,-1,-1
40,1,136,88,0,206,133,90
41,5,91,0,147,195,90,215
42,5,0,119,93,62,228,134
43,0,-1,-1,-1,-1,-1,-1
44,6,68,278,202,152,318,251
45,5,0,106,177,91,178,258
46,4,172,122,95,243,184,189
47,0,-1,-1,-1,-1,-1,-1
48,1,85,175,110,138,240,158
49,5,141,151,0,210,191,100
50,5,141,101,110,214,205,174
51,0,-1,-1,-1,-1,-1,-1
52,0,-1,-1,-1,-1,-1,-1
53,0,-1,-1,-1,-1,-1,-1
54,1,90,0,87,196,51,146
55,0,-1,-1,-1,-1,-1,-1
56,4,0,194,81,65,262,190
57,4,109,194,0,192,258,59
58,0,-1,-1,-1,-1,-1,-1
59,1,0,175,110,85,254,159
60,0,-1,-1,-1,-1,-1,-1
61,0,-1,-1,-1,-1,-1,-1
62,3,199,0,0,242,92,88
63,0,-1,-1,-1,-1,-1,-1
64,0,-1,-1,-1,-1,-1,-1
65,0,-1,-1,-1,-1,-1,-1
66,0,-1,-1,-1,-1,-1,-1
67,0,-1,-1,-1,-1,-1,-1
68,5,53,251,0,145,297,81
69,5,91,0,215,175,47,269
70,0,-1,-1,-1,-1,-1,-1
71,5,0,228,93,99,271,153
72,0,-1,-1,-1,-1,-1,-1
73,5,91,106,177,195,192,240
74,0,-1,-1,-1,-1,-1,-1
75,3,50,239,52,124,282,137
76,1,48,88,0,88,180,96
77,1,48,261,95,144,311,160
78,4,168,0,180,242,104,222
79,0,-1,-1,-1,-1,-1,-1
80,6,182,161,241,225,246,285
81,0,-1,-1,-1,-1,-1,-1
82,5,0,178,177,66,249,274
83,0,-1,-1,-1,-1,-1,-1
84,0,-1,-1,-1,-1,-1,-1
85,6,173,109,140,220,177,184
86,5,0,0,233,65,63,274
87,4,0,262,81,54,315,188
88,0,-1,-1,-1,-1,-1,-1
89,0,-1,-1,-1,-1,-1,-1
90,0,-1,-1,-1,-1,-1,-1
91,0,-1,-1,-1,-1,-1,-1
92,6,182,249,188,240,307,253
93,0,-1,-1,-1,-1,-1,-1
94,5,62,119,93,129,217,159
95,0,-1,-1,-1,-1,-1,-1
96,0,-1,-1,-1,-1,-1,-1
97,5,0,0,0,53,53,93
98,0,-1,-1,-1,-1,-1,-1
99,2,0,106,93,71,176,161
100,0,-1,-1,-1,-1,-1,-1
101,0,-1,-1,-1,-1,-1,-1
102,1,148,88,96,218,194,160
103,5,198,0,93,242,78,195
104,0,-1,-1,-1,-1,-1,-1
105,5,141,205,110,221,300,213
106,5,141,191,0,231,245,92
107,0,-1,-1,-1,-1,-1,-1
108,2,0,190,0,47,299,70
109,5,91,106,240,189,185,284
110,0,-1,-1,-1,-1,-1,-1
111,0,-1,-1,-1,-1,-1,-1
112,5,175,0,215,238,79,282
113,0,-1,-1,-1,-1,-1,-1
114,0,-1,-1,-1,-1,-1,-1
115,0,-1,-1,-1,-1,-1,-1
116,0,-1,-1,-1,-1,-1,-1
117,5,0,146,0,52,195,65
118,0,-1,-1,-1,-1,-1,-1
119,0,-1,-1,-1,-1,-1,-1
120,2,47,87,0,95,178,74
121,0,-1,-1,-1,-1,-1,-1
122,0,-1,-1,-1,-1,-1,-1
123,5,91,192,242,134,254,282
124,5,141,205,213,195,309,285
125,6,0,0,0,68,85,91
126,5,145,251,0,230,315,60
127,0,-1,-1,-1,-1,-1,-1
128,0,-1,-1,-1,-1,-1,-1
129,4,109,256,140,219,315,225
130,6,88,222,244,166,267,284
131,0,-1,-1,-1,-1,-1,-1
132,0,-1,-1,-1,-1,-1,-1
133,6,68,0,0,131,109,91
134,6,0,0,91,80,88,188
135,4,0,194,190,108,260,235
136,5,195,106,177,242,172,279
137,0,-1,-1,-1,-1,-1,-1
138,0,-1,-1,-1,-1,-1,-1
139,6,131,0,0,227,84,75
140,0,-1,-1,-1,-1,-1,-1
141,0,-1,-1,-1,-1,-1,-1
142,6,68,109,0,160,183,83
143,0,-1,-1,-1,-1,-1,-1
144,0,-1,-1,-1,-1,-1,-1
145,6,80,0,91,155,106,170
146,3,134,49,102,234,94,158
147,5,91,47,215,156,93,270
148,6,0,85,0,67,185,49
149,0,-1,-1,-1,-1,-1,-1
150,5,0,271,93,54,313,151
151,2,0,84,0,44,190,79
152,4,108,194,190,175,251,239
153,2,150,159,102,212,223,153
154,0,-1,-1,-1,-1,-1,-1
155,0,-1,-1,-1,-1,-1,-1
156,1,0,175,0,47,248,110
157,6,0,0,188,88,88,242
158,0,-1,-1,-1,-1,-1,-1
159,0,-1,-1,-1,-1,-1,-1
160,0,-1,-1,-1,-1,-1,-1
161,0,-1,-1,-1,-1,-1,-1
162,5,91,192,177,137,296,242
163,3,0,170,155,49,253,238
164,1,102,0,0,204,40,87
165,6,68,183,0,171,279,93
166,2,47,255,0,131,317,103
167,3,0,246,0,47,296,100
168,6,0,88,91,68,175,179
169,1,0,88,0,48,175,94
170,1,48,180,0,148,261,44
171,5,0,195,0,50,250,93
172,4,165,194,59,216,265,135
173,0,-1,-1,-1,-1,-1,-1
174,0,-1,-1,-1,-1,-1,-1
175,0,-1,-1,-1,-1,-1,-1
176,0,-1,-1,-1,-1,-1,-1
177,4,65,276,81,109,317,180
178,0,-1,-1,-1,-1,-1,-1
179,3,60,0,147,122,73,210
180,6,160,109,0,240,180,59
181,6,68,109,83,166,167,140
182,2,0,190,70,45,260,148
183,6,88,0,188,193,72,245
184,0,-1,-1,-1,-1,-1,-1
185,1,0,248,0,42,315,100
186,2,0,0,0,47,84,93
187,6,155,0,91,209,84,169
188,5,0,249,225,86,300,276
189,1,46,0,0,102,63,87
190,0,-1,-1,-1,-1,-1,-1
191,0,-1,-1,-1,-1,-1,-1
192,2,150,0,0,204,76,74
193,0,-1,-1,-1,-1,-1,-1
194,0,-1,-1,-1,-1,-1,-1
195,0,-1,-1,-1,-1,-1,-1
196,0,-1,-1,-1,-1,-1,-1
197,0,-1,-1,-1,-1,-1,-1
198,6,164,255,93,238,314,177
199,6,0,185,0,58,252,73
200,0,-1,-1,-1,-1,-1,-1
201,0,-1,-1,-1,-1,-1,-1
202,6,0,85,49,52,179,89
203,0,-1,-1,-1,-1,-1,-1
204,0,-1,-1,-1,-1,-1,-1
205,6,68,278,93,115,318,202
206,5,0,119,134,60,166,175
207,6,0,88,188,70,133,283
208,0,-1,-1,-1,-1,-1,-1
209,1,148,40,0,223,84,72
210,0,-1,-1,-1,-1,-1,-1
211,6,68,183,93,164,278,174
212,6,68,109,140,173,183,188
213,0,-1,-1,-1,-1,-1,-1
214,6,171,183,0,229,264,61
215,6,88,72,188,175,161,268
216,3,0,253,155,44,317,238
217,6,0,133,188,78,207,260
218,1,0,0,87,90,77,146
219,6,88,161,188,182,222,264
220,4,171,60,0,215,164,71
221,6,0,274,91,68,318,140
222,6,0,0,242,88,73,283
223,0,-1,-1,-1,-1,-1,-1
224,6,0,175,91,68,274,147
225,0,-1,-1,-1,-1,-1,-1
226,6,164,183,93,224,255,167
227,0,-1,-1,-1,-1,-1,-1
228,0,-1,-1,-1,-1,-1,-1
229,0,-1,-1,-1,-1,-1,-1
230,1,102,40,0,148,88,86
231,0,-1,-1,-1,-1,-1,-1
232,6,175,72,188,242,156,235
233,0,-1,-1,-1,-1,-1,-1
234,2,150,225,0,193,290,104
235,0,-1,-1,-1,-1,-1,-1
236,6,88,222,188,179,278,244
237,0,-1,-1,-1,-1,-1,-1
238,3,0,0,0,50,69,102
239,0,-1,-1,-1,-1,-1,-1
240,0,-1,-1,-1,-1,-1,-1
241,0,-1,-1,-1,-1,-1,-1
242,4,83,122,95,172,191,148
243,0,-1,-1,-1,-1,-1,-1
244,0,-1,-1,-1,-1,-1,-1
245,0,-1,-1,-1,-1,-1,-1
246,1,148,194,96,208,296,157
247,4,83,60,95,181,122,174
248,2,71,106,93,148,173,145
249,0,-1,-1,-1,-1,-1,-1
250,0,-1,-1,-1,-1,-1,-1
251,0,-1,-1,-1,-1,-1,-1
252,6,0,207,188,48,317,283
253,0,-1,-1,-1,-1,-1,-1
254,0,-1,-1,-1,-1,-1,-1
255,3,50,0,0,114,98,96
256,0,-1,-1,-1,-1,-1,-1
257,4,83,0,114,150,51,168
258,4,168,0,0,239,55,82
259,0,-1,-1,-1,-1,-1,-1
260,0,-1,-1,-1,-1,-1,-1
261,1,48,88,96,148,165,138
262,0,-1,-1,-1,-1,-1,-1
263,2,150,76,0,206,159,98
264,3,0,0,102,60,68,210
265,5,195,205,213,242,265,271
266,6,182,161,188,243,249,241
267,0,-1,-1,-1,-1,-1,-1
268,0,-1,-1,-1,-1,-1,-1
269,2,87,178,76,145,234,150
270,4,172,122,189,224,192,236
271,1,181,133,0,222,177,92
272,6,88,0,245,163,64,285
273,3,114,0,0,199,79,71
274,3,50,98,0,125,186,110
275,3,60,0,102,134,77,147
276,1,0,88,94,46,157,156
277,3,125,98,0,179,206,105
278,1,148,271,0,221,315,80
279,0,-1,-1,-1,-1,-1,-1
280,3,50,98,110,140,159,163
281,0,-1,-1,-1,-1,-1,-1
282,5,91,0,93,198,92,147
283,3,125,206,0,225,303,66
284,3,50,186,0,120,296,52
285,3,140,98,110,221,206,164
286,0,-1,-1,-1,-1,-1,-1
287,0,-1,-1,-1,-1,-1,-1
288,0,-1,-1,-1,-1,-1,-1
289,4,165,265,59,235,308,125
290,0,-1,-1,-1,-1,-1,-1
291,5,168,0,53,242,81,93
292,0,-1,-1,-1,-1,-1,-1
293,0,-1,-1,-1,-1,-1,-1
294,0,-1,-1,-1,-1,-1,-1
295,3,0,69,0,49,178,69
296,0,-1,-1,-1,-1,-1,-1
297,3,125,206,66,228,307,134
298,1,148,180,0,192,271,86
299,3,50,98,163,133,185,243
300,3,125,206,134,222,275,235
301,0,-1,-1,-1,-1,-1,-1
302,0,-1,-1,-1,-1,-1,-1
303,0,-1,-1,-1,-1,-1,-1
304,5,0,250,0,51,318,89
305,4,181,60,95,234,118,158
306,0,-1,-1,-1,-1,-1,-1
307,4,65,194,81,108,276,177
308,0,-1,-1,-1,-1,-1,-1
309,0,-1,-1,-1,-1,-1,-1
310,5,145,251,60,210,310,103
311,0,-1,-1,-1,-1,-1,-1
312,0,-1,-1,-1,-1,-1,-1
313,4,109,258,0,200,312,54
314,0,-1,-1,-1,-1,-1,-1
315,5,168,0,0,218,75,53
316,0,-1,-1,-1,-1,-1,-1
317,0,-1,-1,-1,-1,-1,-1
318,0,-1,-1,-1,-1,-1,-1
319,3,0,68,102,48,170,203
320,6,166,109,83,230,162,140
321,0,-1,-1,-1,-1,-1,-1
322,2,150,159,0,195,225,102
323,0,-1,-1,-1,-1,-1,-1
324,5,0,63,233,68,103,274
325,0,-1,-1,-1,-1,-1,-1
326,4,83,0,69,167,51,114
327,4,0,95,192,58,191,236
328,0,-1,-1,-1,-1,-1,-1
329,3,134,0,162,228,65,220
330,0,-1,-1,-1,-1,-1,-1
331,0,-1,-1,-1,-1,-1,-1
332,0,-1,-1,-1,-1,-1,-1
333,3,140,98,164,240,183,236
334,0,-1,-1,-1,-1,-1,-1
335,1,48,261,0,139,318,95
336,3,0,178,0,49,246,72
337,2,47,178,0,87,255,102
338,1,0,0,0,46,88,87
339,2,87,178,0,141,254,76
340,0,-1,-1,-1,-1,-1,-1
341,2,150,225,104,222,312,161
342,0,-1,-1,-1,-1,-1,-1
343,0,-1,-1,-1,-1,-1,-1
344,0,-1,-1,-1,-1,-1,-1
345,6,175,72,235,218,150,282
346,4,0,0,0,83,95,110
347,0,-1,-1,-1,-1,-1,-1
348,0,-1,-1,-1,-1,-1,-1
349,0,-1,-1,-1,-1,-1,-1
350,4,83,0,0,168,60,69
351,0,-1,-1,-1,-1,-1,-1
352,3,125,275,134,214,318,200
353,6,0,252,0,66,313,70
354,2,98,103,0,150,173,70
355,3,0,247,102,45,307,154
356,4,0,95,0,77,194,95
357,6,193,0,188,233,58,244
358,0,-1,-1,-1,-1,-1,-1
359,0,-1,-1,-1,-1,-1,-1
360,4,0,0,110,80,76,163
361,4,175,194,190,240,255,241
362,0,-1,-1,-1,-1,-1,-1
363,0,-1,-1,-1,-1,-1,-1
364,3,50,186,52,118,239,162
365,4,83,60,0,171,170,95
366,3,179,98,0,235,169,105
367,0,-1,-1,-1,-1,-1,-1
368,4,0,95,95,71,194,192
369,2,102,0,93,186,75,151
370,0,-1,-1,-1,-1,-1,-1
371,5,0,249,177,91,301,225
372,0,-1,-1,-1,-1,-1,-1
373,4,0,0,163,62,84,235
374,0,-1,-1,-1,-1,-1,-1
375,0,-1,-1,-1,-1,-1,-1
376,0,-1,-1,-1,-1,-1,-1
377,0,-1,-1,-1,-1,-1,-1
378,6,171,264,0,230,317,89
379,0,-1,-1,-1,-1,-1,-1
380,5,99,228,93,140,284,155
381,4,83,146,174,147,194,243
382,2,0,0,93,102,106,136
383,0,-1,-1,-1,-1,-1,-1
384,2,150,76,98,219,149,158
385,6,0,175,147,64,223,187
386,0,-1,-1,-1,-1,-1,-1
